,행사명,개최장소,시작일자,종료일자,행사내용,홈페이지주소,전화번호,주관기관,주최기관,도로명주소,지번주소,위도,경도
103,은행나무길 축제,곡교천 은행나무길,2019-10-24,2019-10-27,"공연, 프리마켓, 거리공연",http://culture.asan.go.kr/_ginko/,041-540-2550,(재)아산문화재단,충청남도 아산시,-,충청남도 아산시 염치읍 백암리 502-3,-,-
104,평생학습도시 선언 20주년 컨퍼런스,광명시평생학습원,2019-11-01,2019-11-01,평생학습도시 선언 20주년 컨퍼런스 및 전시,-,02-2680-2549,평생학습원,광명시,"경기도 광명시 오리로 854번길 10(철산동, 광명시평생학습원)","경기도 광명시 오리로 854번길 10(철산동, 광명시평생학습원)",37.4743772,126.8684796
105,다대포어항문화축제,다대포 일원,2019-11-15,2019-11-16,"어류방류 체험, 생선회 정량달기 등",https://www.saha.go.kr/tour/contents.do?mId=0202040000,051-220-4501,다대포어항문화축제추진위원회,부산광역시 수협(다대 어촌계),부산광역시 사하구 다대동로8번길 40,부산광역시 사하구 다대동 798-1,35.05560102,128.9724274
106,청춘사운드콘서트,대덕문화전당 드림홀,2019-12-20,2019-12-20,대구음악창작소 1년정산 기획공연,https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
107,송년음악회,대덕문화전당 드림홀,2019-12-21,2019-12-21,송년음악회,https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
108,달맞이축제,울릉예술문화체험장(구.장흥초등학교),2020-02-08,2020-02-08,달집태우기,https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1994&,-,정월대보름 장흥달맞이 놀이마당추진위원회,정월대보름 장흥달맞이 놀이마당추진위원회,경상북도 울릉군 울릉읍 옥천길 8,-,37.47367561,130.8875026
109,태하성하신당제,서면 태하 성하신당,2020-03-24,2020-03-24,기원행사,https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1990&,-,울릉문화원,울릉문화원,경상북도 울릉군 서면 태하길 154,-,37.51222566,130.800884
110,광복로연등문화제,광복로 및 광복중앙로 일원,2020-04-14,2020-05-03,장엄등 및 거리등 전시,-,051-253-8686,부산중구불교연합회,부산중구불교연합회,부산광역시 중구 광복로77번길 5,부산광역시 중구 광복동 2가 1-11,35.09905809,129.0333969
111,오징어축제,저동항,2020-06-12,2020-06-14,"오징어 맨손잡기, 요리경연, 뗏목경주등",https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1986&,054-790-6392,울릉군 축제위원회,울릉군,-,경상북도 울릉군 울릉읍 도동리 300-8,37.48430421,130.9056438
112,민속그네뛰기,사동 자생식물원,2020-06-25,2020-06-25,그네뛰기,https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1989&,-,울릉문화원,울릉문화원,경상북도 울릉군 울릉읍 간령길 83-18,-,37.46024044,130.8735494
113,회당문화재,도동항,2020-07-01,2020-07-02,"버스킹, 전시 및 체험행사, 독도아리랑 콘서트 진행(메인)",https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1992&,-,대한불교진각종,대한불교진각종,-,경상북도 울릉군 울릉읍 도동리 169,37.48343755,130.9020734
114,울릉해변가요제,저동항,2020-08-01,2020-08-31,"군민가요제, 불꽃놀이",https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1991&,054-791-4116,(사)울릉청년단,울릉군,-,경상북도 울릉군 울릉읍 도동리 300-8,37.48430421,130.9056438
115,우산문화제,도동항,2020-09-01,2020-10-31,"개막축하행사전통민속놀이, 체험행사 등",https://www.ulleung.go.kr/tour/page.htm?mnu_uid=1988&,054-791-0245,울릉문화원,울릉군,-,경상북도 울릉군 울릉읍 도동리 169,37.48343755,130.9020734
116,2020 대구 문화재 야행,"약령시, 청라언덕",2020-09-25,2020-09-26,"청사초롱 야경 투어, 전시행사 및 포토존 운영, 공연 무관중 사전녹화 영상 등 송출",-,053-661-2195,대구광역시 중구,대구광역시 중구,대구광역시 중구 달구벌대로 415길 49,대구광역시 중구 남성로 51-1,35.86851636,128.5899085
117,보수동책방골목문화축제,보수동책방골목 및 문화관,2020-10-01,2020-10-31,책읽는마을 심포지엄/공연행사/체험 등,http://www.bosubook.com/,051-253-7220,보수동 책방골목 번영회,보수동 책방골목 번영회,부산광역시 중구 흑교로46번길 11,부산광역시 중구 보수동1가 119-6,35.10362715,129.0261809
118,조선통신사 축제,용두산공원 및 광복로 일원,2020-10-01,2020-10-31,"광장행사, 조선통신사 평화의 행렬, 조선통신사의 밤, 한일거리예술공연 등",http://www.bsjunggu.go.kr/tour/index.junggu?menuCd=DOM_000000203003000000,051-600-4085,(재)부산문화재단,부산광역시,부산광역시 중구 광복중앙로 3,부산광역시 중구 창선동1가 1-1,35.09953937,129.0311369
119,부산국제영화제 전야제,BIFF광장 및 광복로 등,2020-10-06,2020-10-06,핸드프린팅 개봉/축하공연,https://www.biff.kr,051-709-2091,(사) 부산국제영화제,(사) 부산국제영화제,부산광역시 중구 비프광장로 36,부산광역시 중구 남포동5가 18-1,35.09862035,129.0287588
120,부산자갈치축제,자갈치시장 및 유라리광장 일원,2020-10-08,2020-10-11,"개막식, 길놀이, 체험프로그램등",http://www.ejagalchi.com/,051-243-9363,(사)부산자갈치문화관광축제위원회,(사)부산자갈치문화관광축제위원회,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,35.0966394,129.0305933
121,제28회 봉산미술제,봉산문화거리,2020-10-09,2020-10-11,"도슨트아트투어(봉산문화거리 화랑 투어), 온라인 VR전시, 온라인 미술작품경매, 코로나19 주제의 어린이 작품 온라인 전시 등",-,053-661-2174,봉산문화협회,봉산문화협회,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965647
122,부산 차이나타운특구 문화축제,"부산역 광장, 차이나타운특구 일원",2020-10-16,2020-10-18,"볼거리, 먹거리, 체험 프로그램 구성,중국문화원, 중국유학생 등 다양한 채널을 통한 중국전통공연과 한국을 대표할 수 있는 문화공연 및 체험 등 배치",http://tour.bsdonggu.go.kr/,051-440-4062,부산차이나타운축제추진위원회,부산 동구,부산광역시 동구 초량중로 36 (초량동),부산광역시 동구 초량동 546,35.11507608,129.0375502
123,제31회 동성로축제,동성로 야외무대,2020-10-23,2020-10-25,"비대면 온라인 축제 개최,  동성로가요제_댄스대회_먹방대회_패션쇼외 SNS이벤트(부르GO, 춤추GO, 먹GO,입GO 4가지 대회로 구성), 축제기간 동성로 일원 4곳  LED전광판 축제영상 송출",-,053-661-2174,사)달성문화선양회,사)달성문화선양회,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,-,-
124,대구패션주얼리위크,대구 주얼리 특구,2020-10-30,2020-10-31,"비대면 온라인 축제 개최,  주얼리패션쇼, 주얼리경매, 주얼리모델선발대회, 주얼리체험 등",-,053-661-2046,대구패션주얼리위크 조직위원회,대구패션주얼리특구상인회,대구광역시 중구 경상감영길 176,대구광역시 중구 동문동 38-6,35.87177744,128.5966863
125,제8회 김광석노래부르기,김광석길야외콘서트홀,2020-10-31,2020-10-31,"전국 규모 김광석 노래경연 대회 개최, 유튜브 라이브 중계",-,053-661-2174,대구문화방송㈜,대구광역시 중구,대구광역시 중구 동덕로8길34-20,대구광역시 중구 대봉동 6-5,-,-
126,향촌동수제화골목 2020년「빨간구두 이야기」,향촌동수제화골목 일원,2020-10-31,2020-11-01,"비대면 온라인 축제 개최, 수제화패션쇼, 행운권 추첨 등",-,053-661-2046,대구광역시 수제화협회,대구광역시 수제화협회,대구광역시 중구 서성로14길 78,대구광역시 중구 향촌동 42-2,35.8728473,128.591844
127,김광석길페스티벌,김광석길 일원(김광석길야외콘서트홀),2020-11-07,2020-11-08,"대구레코드 페어, 김광석 노래 편곡 오케스트라 공연, 버스킹, 유튜브 라이브중계",-,053-661-2174,방천문화예술협회,방천문화예술협회,대구광역시 중구 동덕로8길 34-20,대구광역시 중구 대봉동 6-5,-,-
128,부산크리스마스트리문화축제,광복로 및 중구 관내 일원,2020-11-28,2021-01-03,일루미네이션 크리스마스트리장식/성탄음악행사/시민참여행사/점등식 등,https://bctf.co.kr,051-464-0112,(사) 부산기독교총연합회,(사) 부산기독교총연합회,부산광역시 중구 광복중앙로 2,부산광역시 중구 광복동2가 6-5,35.0995432,129.0314651
129,정서진 해넘이 축제,인천 서구 정서진,2020-12-31,2020-12-31,"일몰이벤트, 축하공연",http://www.seo.incheon.kr/,032-560-5933,인천광역시 서구문화원,인천광역시 서구,인천광역시 서구 정서진1로 41,인천광역시 서구 오류동 1563,37.5584360318,126.6074643744
130,찾아가는 우리마을 음악회,군포문화예술회관,2021-03-01,2021-10-31,음악회,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
131,9.81파크; X리그 2021 정규시즌,9.81파크,2021-03-01,2021-11-07,천혜의 제주 풍경을 감상하며 중력가속도만으로 스피드를 즐기는 다운힐(down-hill)레이싱,https://www.981park.com/,1899-9810,9.81파크,9.81파크,제주특별자치도 제주시 애월읍 천덕로 880-24,-,33.39003694,126.366509
132,「행복·열정·명품」 버스킹<6회>,대덕문화전당 드림홀,2021-03-23,2021-07-07,"굿바이 코로나블루를 위한 시,구민 위로 음악회",https://nam.daegu.kr/culturalcenter/index.do,053-664-3121,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
133,휴애리 수국 축제,휴애리,2021-04-01,2021-08-31,오색빛깔 아름다운 수국축제,http://www.hueree.com/index.php,064-732-2114,휴애리,휴애리,제주특별자치도 서귀포시 남원읍 신례동로 256,-,33.30853475,126.6343808
134,석촌호수벚꽃축제,석촌호수 일대,2021-04-02,2021-04-11,개막식 벚꽃음악회 벚꽃버스킹 벚꽃조명길 포토존 벚꽃 온라인 체험 등,https://www.songpa.go.kr/culture/detailInfo.do?key=3794&resrceCd=CT0155-1000031&,02-2147-2800,서울특별시 송파구,서울특별시 송파구,서울특별시 송파구 석촌호수로 197,서울특별시 송파구 잠실동 47,37.5066934,127.0989034
135,특별기획- 「산장토크」,대덕문화전당 드림홀,2021-04-03,2021-04-11,남구문화컨텐츠 개발과 문화관광자원 재조명을 위한 방송제작,https://nam.daegu.kr/culturalcenter/index.do,053-664-3121,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
136,대중음악이야기,철쭉동산,2021-05-01,2021-05-31,음악회,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 수리산로 69,경기도 군포시 산본동 1152-14,37.35595441,126.9174745
137,마노르블랑 수국축제,마노르블랑,2021-05-01,2021-09-30,수국축제의 향연. 전세계 30여종 7천여본 수국들을 만나다,https://manorblanc.modoo.at/,064-794-0999,마노르블랑,마노르블랑,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46,-,33.25482364,126.2949866
138,전국수리동요대회,군포문화예술회관,2021-05-04,2021-05-06,동요대회,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
139,해녀마켓 - 해녀와 함께하는 온/오프라인 프리마켓,법환동 해녀물질체험장,2021-05-08,2021-07-24,5월부터 매주 토요일. 윤슬이 찬란하게 빛나는 법환 바다 앞 물질체험장에서 토요 문화장터 해녀마켓이 열린다.,-,064-900-4053,㈜헤쎄드커뮤니케이션즈,㈜헤쎄드커뮤니케이션즈,제주특별자치도 서귀포시 법환동 169-5,-,33.2333792,126.5128503
140,열녀춘향 수절가,안숙선명창의 여정,2021-05-08,2021-09-25,창극,-,063-620-6167,남원시립국악단,전라북다전라북다문화관광재단남원시,전라북도 남원시 광한북로 20,전라북도 남원시 쌍교동 219-5,35.40485131,127.3802324
141,2021 경기인디뮤직페스티벌,백마도 일원,2021-05-28,2021-05-30,인디뮤지션 공연 및 부대행사,-,032-623-8032,경기콘텐츠진흥원,경기도,-,경기도 고촌읍 신곡리 1051,37.609734,126.785629
142,2021 제주카페스타,제주국제컨벤션센터,2021-06-03,2021-06-06,제주 유일의 카페박람회 - 제주카페스타는 올해로 5회차를 맞이한 카페박람회로 제주 카페 산업과 문화. 최근 트렌드까지 한 눈에 볼 수 있다.,https://www.jejucafeshow.com/,064-711-1002,(주)숨비페어스,(주)숨비페어스,제주특별자치도 서귀포시 중문관광로 224,-,33.24128964,126.4244429
143,전국수리음악콩쿠르,군포문화예술회관,2021-06-22,2021-07-01,음악 콩쿠르,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
144,특별기획-민선7기3주년 「행복을 주는 콘서트」,대덕문화전당 드림홀,2021-07-05,2021-07-05,남구구민 소통과 포상구민 위로 음악회,https://nam.daegu.kr/culturalcenter/index.do,053-664-3121,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
145,"영상으로 만나는 정크, 클라운",대구음악창작소 창공홀,2021-07-21,2021-07-21,예술의전당 영상화공모사업 프로그램,https://nam.daegu.kr/culturalcenter/index.do,053-664-3122,대구광역시남구대덕문화전당,예술의전당,대구광역시 남구 중앙대로45길 53,대구광역시 남구 대명동 1803-31,35.85497305,128.5893078
146,영상으로 만나는 스냅,대구음악창작소 창공홀,2021-08-18,2021-08-18,예술의전당 영상화공모사업 프로그램,https://nam.daegu.kr/culturalcenter/index.do,053-664-3122,대구광역시남구대덕문화전당,예술의전당,대구광역시 남구 중앙대로45길 53,대구광역시 남구 대명동 1803-31,35.85497305,128.5893078
147,군포 예인예술제,군포문화예술회관,2021-08-24,2021-08-29,예술제,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
148,2021 군산시간여행축제,구시청광장 및 시간여행마을 일원,2021-09-01,2021-10-31,근대문화축제,http://festival.gunsan.go.kr/,063-454-3302,군산시간여행축제추진위원회,군산시,전라북도 군산시 중앙로 178,전라북도 군산시 중앙로1가 11-1,35.98772627,126.711725
149,대전효문화뿌리축제,뿌리공원 및 원도심 일원,2021-09-01,2021-10-10,"생생과 화합의 만복장터, 온라인 공연, 체험, 이벤트 등",https://www.djjunggu.go.kr/hyo-ppuri/index.do,042-606-6292,대전효문화뿌리축제추진위원회,대전광역시 중구,대전광역시 중구 뿌리공원로 47,대전광역시 중구 안영동 71-2,36.28533721,127.3844931
150,산지에 색을 입히다. 컬러풀산지,탐라문화광장,2021-09-03,2021-11-27,코로나19 장기화로 침체된 탐라문화광장 일대를 환하게 밝혀 활력을 불어넣기 위해 비대면 경관조성 사업인 「산지에 색을 입히다. 컬러풀산지(컬러풀산지)」를 개최한다.,https://www.visitjeju.net/,064-740-6000,제주관광공사,제주관광공사,-,제주특별자치도 제주시 일도일동 1498,33.5105121,126.526786
151,전국수리무용콩쿠르,군포문화예술회관,2021-09-04,2021-09-05,무용 콩쿠르,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
152,마노르블랑 핑크뮬리축제,마노르블랑,2021-09-10,2021-11-30,대한민국 핑크뮬리 성지 마노르블랑에서 핑크뮬리축제의 향연이 시작된다.,https://manorblanc.modoo.at/,064-794-0999,마노르블랑,마노르블랑,제주특별자치도 서귀포시 일주서로2100번길 46,-,33.2548352,126.2950041
153,2021 제주해녀축제,해녀박물관,2021-09-17,2021-09-19,해녀 디지털 화보전시.해녀 레시피.숨비소리길 VR.해녀체험 브이로그,http://www.jeju.go.kr/haenyeo/index.htm,064-782-9898,해녀박물관,해녀박물관,제주특별자치도 제주시 구좌읍 해녀박물관길 26,-,33.52360988,126.8634256
154,제주허브동산 핑크뮬리축제,제주허브동산,2021-09-20,2021-11-30,제주허브동산 핑크뮬리 축제는 올해로 네 번째를 맞이하며 제주도에서 대표적인 핑크뮬리 축제로 자리매김했다.,http://www.herbdongsan.com/,064-787-7362,제주허브동산,제주허브동산,제주특별자치도 서귀포시 표선면 돈오름로 170,-,33.3291241,126.8147261
155,제23회 정동진독립영화제,정동초등학교 운동장,2021-09-23,2021-09-26,야외 독립영화제(슬로건: 별이 지는 하늘 영화가 뜨는 바다),http://jiff.kr,033-645-7415,제23회 정동진독립영화제 집행위원회,"강릉씨네마떼끄,한국영상자료원",강원도 강릉시 강동면 헌화로 1055,강원도 강릉시 강동면 정동진리 184,37.68735318,129.0336174
156,한성백제문화제,올림픽공원 일대,2021-09-29,2021-10-03,역사문화거리행렬 한성백제체험마을 한성백제갈라퍼레이드 개폐막식 등 축하공연 한성백제 성곽돌기 각종 체험행사 등,https://www.songpa.go.kr/hanseong/index.do?,02-2147-2800,한성백제문화제추진위원회,서울특별시 송파구,서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,37.52034114,127.1155184
157,국악정기연주회,군포문화예술회관,2021-10-01,2021-10-31,국악 연주회,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
158,수리합창제,군포문화예술회관,2021-10-01,2021-10-31,합창제,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
159,강진청자축제,청자촌 일원,2021-10-01,2021-10-07,가을축제에 따른 다이내믹하고 흥이 넘치는 청자촌 분위기 조성과 향우와 구민이 함께 어우러지는 문화체육관광부 선정 우수축제,http://www.gangjin.go.kr/culture/,061-430-3352,강진군향토축제추진위원회,강진군,전라남도 강진군 대구면 청자촌길 33,전라남도 강진군 대구면 사당리 127,34.50866041,126.8008375
160,찾아가는 예술극장,각 동 지정장소,2021-10-03,2021-10-31,노원구 전 지역을 문화의 거리로 조성하기 위하여 고품질의 거리예술공연 시행,https://www.nowonarts.kr/,02-2289-3461,노원문화재단,노원문화재단,-,서울특별시 노원구 공릉동 29-51,-,-
161,탐라문화제,제주특별자치도 일원,2021-10-06,2021-10-10,탐라인의 삶.제주문화 중흥,http://www.tamnafestival.kr/,064-753-3287,제60회 탐라문화제추진위원회,제주특별자치도+사단법인 한국예총제주특별자치도연합회,-,제주특별자치도 제주시 일도1동 1146-22,33.5132895,126.5280239
162,노원달빛산책,당현3교~ 수학문화관,2021-10-08,2020-10-23,친환경 생태하천인 당현천에 노원구만의 주제의식을 담은 예술등 작품 전시,https://www.nowonarts.kr/,02-2289-3461,노원문화재단,노원문화재단,-,서울특별시 노원구 상계동 683-1,-,-
163,영천보현산별빛축제,보현산천문과학관 일원,2021-10-08,2021-10-10,"천문, 우주, 과학 관련 온오프라인 콘텐츠 운영, 천문학 강의, 스타파티, 각종 참여 프로그램 등",https://www.yc.go.kr/toursub/star/,054-330-6702,영천보현산별빛축제위원회,영천보현산별빛축제위원회,경상북도 영천시 화북면 별빛로 681-32,경상북도 영천시 화북면 정각리 689,36.1402561,128.9964736
164,2021 서귀포문화재 야행,서귀포문화재 일원을 찬찬히 걸으며 문화를 향유하는 서귀포문화재 야행,2021-10-08,2021-10-11,신들의 정원 서귀포,-,070-8990-9999,(사)제주마을문화진흥원,문화재청+제주특별자치도,제주특별자치도 서귀포시 칠십리로 145,-,33.2443818,126.5689264
165,강감찬축제,온라인 개최,2021-10-14,2021-10-17,"강감찬 장군 출병식 및 전승행렬 거리 퍼레이드, 고려마을 테마 체험부스, 강감찬 장군 추모제향 등 다채로운 행사 진행",http://www.gwanak.go.kr/html/gang/sub/sub.html,02-879-5603,관악구,관악구,"서울특별시 관악구 관악로 145, 교육사업과(관악구청)",서울특별시 관악구 봉천동 1570-1,37.47823402,126.9515012
166,문화 향유의 공간 탐나는 원도심,탐라문화광장 등 원도심 일대,2021-10-15,2021-11-27,제주관광공사는 10월 15일부터 오는 11월 27일까지 매 주말마다 탐라문화광장 등 원도심 일대에서 탐나는 버스킹(버스킹공연). 탐나는 시네마(영화 상영). 탐나는 이벤트(지역상권 활성화 이벤트). 스트링 전구 설치로 구성된 「문화 향유의 공간. 탐나는 원도심」이라는 문화행사를 추진한다.,https://www.visitjeju.net/,064-740-6000,제주관광공사,제주관광공사,-,제주특별자치도 제주시 일도일동 1498,33.5105121,126.526786
167,경춘선숲길 가을음악회,경춘선숲길 화랑대역 철도공원,2021-10-15,2020-10-15,도심 속 공원에서 음악과 함께 즐기는 쉼표가 있는 저녁,https://www.nowonarts.kr/,02-2289-3464,노원문화재단,노원문화재단,-,서울특별시 노원구 공릉동 29-51,-,-
168,제5회 라라라 페스티벌,부산대 지하철역 아래 문화행사장 일원 (온천천 어울마당),2021-10-15,2021-10-24,"금정 커피,빵,문화의 맛 즐기기 및 공연 등 문화공간 제공",-,051-519-4422,부산광역시 금정구,부산광역시 금정구,-,부산광역시 금정구 장전동 427,35.22961686,129.0893423
169,강릉국제영화제,"강릉대도호부관아, CGV강릉, 독립예술국장 신영 등 강릉시 일원",2021-10-22,2021-10-31,"다채로운 상영작과 프로그램, 시민 참여형 이벤트 등(영화와 문학, 마스터즈 & 뉴커머즈, 프리미어 기프, 클래식 기프, 패밀리 기프)",http://www.giff.kr/ko/,033-641-8079,(사)강릉국제영화제,강릉시,강원도 강릉시 임영로131번길 6 (용강동),강원도 강릉시 용강동 58-1,37.75294455,128.8919029
170,강진만 춤추는 갈대축제,강진만 생태공원 일원,2021-10-29,2021-11-07,가을의 정취와 추억을 체험하는 남도답사 1번지 이미지 창출과 갈대·음악·자연을 대표하는 명품 축제,http://www.gangjin.go.kr/culture/,061-430-3354,강진군 향토축제추진위원회,강진군,전라남도 강진군 강진읍 남당로 97-23,전라남도 강진군 강진읍 목리 128-1,34.6259705,126.7724317
171,금천하모니축제 2021,금천구청 광장 일대,2021-11-03,2021-11-07,워크스루형 대형 기획 전시,https://gcfac.or.kr/content?gcfac_menu_cd=U0107,02-2627-1442,금천문화재단,서울특별시 금천구청+금천문화재단,서울특별시 금천구 시흥대로73길 70,서울특별시 금천구 시흥동 1020,37.45706565,126.8960369
172,한림공원 국화축제,한림공원 산야초원 內 플라워가든,2021-11-06,2021-11-28,올해 창립50주년이 된 제주 대표 관광지 한림공원이 봄부터 사랑과 정성을 다해 정성껏 가꾸어온 국화 수십만송이의 국화 작품이 어우러져 아름다운 국화 정원을 선보인다.,http://www.hallimpark.com/,064-796-0001,한림공원,한림공원,제주특별자치도 제주시 한림읍 한림로 300,-,33.390213,126.2396912
173,강릉문화재야행,강릉대도호부관아(사적388호),2021-11-11,2021-11-13,역사문화시설 개방 및 전시.체험.공연 프로그램 운영(8가지 밤의 테마와 32개 프로그램),http://gncn.or.kr,033-823-3212,강릉문화원,강릉시,강원도 강릉시 임영로131번길 6 (용강동),강원도 강릉시 용강동 58-1,37.75294455,128.8919029
174,휴애리 동백 축제,휴애리,2021-11-12,2021-12-31,2021 휴애리 동백축제는 서귀포시 남원읍 신례리에 위치한 휴애리의 대표 겨울축제이다.,http://www.hueree.com/index.php,064-732-2114,휴애리,휴애리,제주특별자치도 서귀포시 남원읍 신례동로 256,-,33.30853475,126.6343808
175,최남단 모슬포 방어축제,모슬포항 일원,2021-11-15,2021-11-30,드라이스루(비대면)및 온라인행사(방어.부시(포장)판매 등),http://bangeofestival.com/,064-794-8032,최남단방어축제위원회,최남단방어축제위원회,제주특별자치도 서귀포시 대정읍 최남단해안로 120,-,33.2100651,126.2583797
176,제주허브동산 겨울동백축제,제주허브동산,2021-11-25,2022-01-15,허브동산은 겨울 동백 축제를 위해 풍차 전망대. 애기동백과 함께 사진을 남길 수 있는 Camelia Avenue. 기찻길을 따라 동백이 줄지어 서있는 Camelia Station을 조성했다.,www.herbdongsan.com,064-787-7362,제주허브동산,제주허브동산,제주특별자치도 서귀포시 표선면 돈오름로 170,-,33.3291241,126.8147261
177,제주국제관악제,제주아트센터. 세계자동차&피아노박물관,2021-12-03,2021-12-07,제주의 겨울 그리고 금빛나팔소리 제주국제관악제 겨울,http://www.jiwef.org/intro/index.php,064-710-3495,제주국제관악제 조직위원회,제주국제관악제 조직위원회,제주특별자치도 제주시 동광로 69,-,33.5044361,126.5351724
178,안동남성합창단 제33회 정기연주회,웅부홀,2021-12-14,2021-12-14,공연클래식,https://www.andong.go.kr/arts/main.do,054-840-3605,안동남성합창단,안동남성합창단,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
179,아트제주 2021,메종 글래드 제주,2021-12-15,2021-11-28,제주 최대 규모의 국제 아트페어 아트제주를 통해 국내외 갤러리가 선별한 현대미술품을 한 자리에서 만나보자.,https://www.artjejukorea.com/,064-738-3366,사)섬아트제주,제주특별자치도,제주특별자치도 제주시 노연로 80,-,33.4856126,126.488913
180,리트플레이 겨울나그네,백조홀,2021-12-15,2021-12-15,공연클래식,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당+클랑아트컴퍼니,한국문화예술회관연합회,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
181,행복안동 LES Paul Band 송년팝스콘서트,백조홀,2021-12-18,2021-12-18,공연대중,https://www.andong.go.kr/arts/main.do,054-840-3605,아리랑필하모닉오케스트라,아리랑필하모닉오케스트라,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
182,알리 민우혁 특별한하루,웅부홀,2021-12-19,2021-12-19,공연대중,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
183,힙Hip 펀Fun 열정콘서트,웅부홀,2021-12-21,2021-12-21,공연대중,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
184,옛사진 공모전 수상작 및 발간 자료 전시회,35갤러리,2021-12-22,2021-12-22,전시사진,https://www.andong.go.kr/arts/main.do,054-857-2083,(사)경북기록문화연구원,(사)경북기록문화연구원,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
185,개그쇼 개그쟁이,웅부홀,2021-12-24,2021-12-24,공연대중,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
186,아날로그 정통체력극 연극 신바람 난 삼대,백조홀,2021-12-25,2021-12-25,공연연극,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
187,아날로그 정통체력극 연극 신바람 난 삼대,백조홀,2021-12-26,2021-12-26,공연연극,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
188,최성수와 함께하는 2021스페셜콘서트,백조홀,2021-12-29,2021-12-29,공연대중,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
